Nid;Títol;Tipus;Autor;Num. Inventari;Alçada;Amplada;Col·lecció;Inici;Imatge;Subjecte representat;Localització;Col·lecció;Carrer;Codi catàleg;Coordenades;Diócesis;Estatus;Gènere;Material utilitzat;Part de;Població;Wikilink;;;;;;;;;;
14137;3ra. Exposición de Bellas Artes é Industrias Artísticas (Museu Nacional d'Art de Catalunya, inv 000455-C02);Cartells;Alexandre de Riquer i Ynglada;000455-C02;95;150;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516255;;;;;;;;;;
14138;3ra. Exposición de Bellas Artes é Industrias Artísticas (Museu Nacional d'Art de Catalunya, inv 000455-C03);Cartells;Alexandre de Riquer i Ynglada;000455-C03;95;150;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516256;;;;;;;;;;
14139;3ra. Exposición de Bellas Artes é Industrias Artísticas (Museu Nacional d'Art de Catalunya, inv 000455-C04);Cartells;Alexandre de Riquer i Ynglada;000455-C04;95;150;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516257;;;;;;;;;;
14316;Esperanto. 5 Internacia Kongreso. Barcelona 1909 (Museu Nacional d'Art de Catalunya, inv 000744-C01);Cartells;Feliu Elias i Bracons;000744-C01;90;655;Secció de Cartells (MNAC);1909;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516258;;;;;;;;;;
14317;Esperanto. 5 Internacia Kongreso. Barcelona 1909 (Museu Nacional d'Art de Catalunya, inv 000744-C02);Cartells;Feliu Elias i Bracons;000744-C02;90;655;Secció de Cartells (MNAC);1909;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516260;;;;;;;;;;
14318;Esperanto. 5 Internacia Kongreso. Barcelona 1909 (Museu Nacional d'Art de Catalunya, inv 000744-C03);Cartells;Feliu Elias i Bracons;000744-C03;90;655;Secció de Cartells (MNAC);1909;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516264;;;;;;;;;;
14319;Esperanto. 5 Internacia Kongreso. Barcelona 1909 (Museu Nacional d'Art de Catalunya, inv 000744-C04);Cartells;Feliu Elias i Bracons;000744-C04;90;655;Secció de Cartells (MNAC);1909;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516265;;;;;;;;;;
14320;Esperanto. 5 Internacia Kongreso. Barcelona 1909 (Museu Nacional d'Art de Catalunya, inv 000744-C05);Cartells;Feliu Elias i Bracons;000744-C05;90;655;Secció de Cartells (MNAC);1909;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516266;;;;;;;;;;
14321;Esperanto. 5 Internacia Kongreso. Barcelona 1909 (Museu Nacional d'Art de Catalunya, inv 000744-C06);Cartells;Feliu Elias i Bracons;000744-C06;90;655;Secció de Cartells (MNAC);1909;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516267;;;;;;;;;;
14322;Esperanto. 5 Internacia Kongreso. Barcelona 1909 (Museu Nacional d'Art de Catalunya, inv 000744-C07);Cartells;Feliu Elias i Bracons;000744-C07;90;655;Secció de Cartells (MNAC);1909;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516268;;;;;;;;;;
14323;Esperanto. 5 Internacia Kongreso. Barcelona 1909 (Museu Nacional d'Art de Catalunya, inv 000744-C08);Cartells;Feliu Elias i Bracons;000744-C08;90;655;Secció de Cartells (MNAC);1909;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516269;;;;;;;;;;
14324;Esperanto. 5 Internacia Kongreso. Barcelona 1909 (Museu Nacional d'Art de Catalunya, inv 000744-C09);Cartells;Feliu Elias i Bracons;000744-C09;90;655;Secció de Cartells (MNAC);1909;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516270;;;;;;;;;;
14325;Esperanto. 5 Internacia Kongreso. Barcelona 1909 (Museu Nacional d'Art de Catalunya, inv 000744-C10);Cartells;Feliu Elias i Bracons;000744-C10;90;655;Secció de Cartells (MNAC);1909;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516273;;;;;;;;;;
14491;IV Exposició de Belles Arts i Indústries Artístiques. 1898. Cartell representant un mosaic;Cartells;Francesc de Paula Mirabent i Soler;000440-C01;1437;878;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516274;;;;;;;;;;
14486;IV Exposició de Belles Arts i Indústries Artístiques;Cartells;Francesc de Paula Mirabent i Soler;000440-C02;1437;878;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516276;;;;;;;;;;
14487;IV Exposició de Belles Arts i Indústries Artístiques (Museu Nacional d'Art de Catalunya, inv 000440-C03);Cartells;Francesc de Paula Mirabent i Soler;000440-C03;1437;878;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516277;;;;;;;;;;
14488;IV Exposició de Belles Arts i Indústries Artístiques (Museu Nacional d'Art de Catalunya, inv 000440-C04);Cartells;Francesc de Paula Mirabent i Soler;000440-C04;1437;878;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516278;;;;;;;;;;
14489;IV Exposició de Belles Arts i Indústries Artístiques (Museu Nacional d'Art de Catalunya, inv 000440-C05);Cartells;Francesc de Paula Mirabent i Soler;000440-C05;1437;878;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516279;;;;;;;;;;
14490;IV Exposició de Belles Arts i Indústries Artístiques (Museu Nacional d'Art de Catalunya, inv 000440-C06);Cartells;Francesc de Paula Mirabent i Soler;000440-C06;1437;878;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516281;;;;;;;;;;
14349;Exposición Universal é Internacional de Bruselas;Cartells;Henri Cassiers;000614-C;125;892;Secció de Cartells (MNAC);1910;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516282;;;;;;;;;;
14896;V Exposicion Internacional de Arte (Museu Nacional d'Art de Catalunya, inv 000460-C01);Cartells;Joan Llimona i Bruguera;000460-C01;150;96;Secció de Cartells (MNAC);1907;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516284;;;;;;;;;;
14897;V Exposicion Internacional de Arte (Museu Nacional d'Art de Catalunya, inv 000460-C02);Cartells;Joan Llimona i Bruguera;000460-C02;150;96;Secció de Cartells (MNAC);1907;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516285;;;;;;;;;;
14901;Ve. Exposition Internationale d’Art. Barcelone 1907;Cartells;Joan Llimona i Bruguera;001509-C;1498;964;Secció de Cartells (MNAC);1907;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516286;;;;;;;;;;
14902;Ve. Exposition Internationale d’Art. Barcelone 1907 (Museu Nacional d'Art de Catalunya, inv 001509-C01);Cartells;Joan Llimona i Bruguera;001509-C01;1498;964;Secció de Cartells (MNAC);1907;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516288;;;;;;;;;;
14903;Ve. Exposition Internationale d’Art. Barcelone 1907 (Museu Nacional d'Art de Catalunya, inv 001509-C02);Cartells;Joan Llimona i Bruguera;001509-C02;1498;964;Secció de Cartells (MNAC);1907;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516289;;;;;;;;;;
14904;Ve. Exposition Internationale d’Art. Barcelone 1907 (Museu Nacional d'Art de Catalunya, inv 001509-C03);Cartells;Joan Llimona i Bruguera;001509-C03;1498;964;Secció de Cartells (MNAC);1907;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516291;;;;;;;;;;
14643;Primera Exposición General de Bellas Artes, Barcelona;Cartells;Josep Lluís Pellicer i Fenyé;000449-C;707;998;Secció de Cartells (MNAC);1891;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516293;;;;;;;;;;
14644;Primera Exposición General de Bellas Artes. Barcelona 1891;Cartells;Josep Lluís Pellicer i Fenyé;000740-C;706;995;Secció de Cartells (MNAC);1891;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516294;;;;;;;;;;
14341;Exposició Nacional d'Indústries Artístiques. 1892;Cartells;Josep Lluís Pellicer i Fenyé;000457-C01;100;692;Secció de Cartells (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516295;;;;;;;;;;
14332;Exposicion Nacional de Industrias Artisticas y Artes Decorativas. 1892;Cartells;Josep Lluís Pellicer i Fenyé;000640-C01;1514;903;Secció de Cartells (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516296;;;;;;;;;;
14333;Exposicion Nacional de Industrias Artisticas y Artes Decorativas. 1892 (Museu Nacional d'Art de Catalunya, inv 000640-C02);Cartells;Josep Lluís Pellicer i Fenyé;000640-C02;1514;903;Secció de Cartells (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516298;;;;;;;;;;
14334;Exposicion Nacional de Industrias Artisticas y Artes Decorativas. 1892 (Museu Nacional d'Art de Catalunya, inv 000640-C03);Cartells;Josep Lluís Pellicer i Fenyé;000640-C03;1514;903;Secció de Cartells (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516299;;;;;;;;;;
14335;Exposicion Nacional de Industrias Artisticas y Artes Decorativas. 1892 (Museu Nacional d'Art de Catalunya, inv 000640-C04);Cartells;Josep Lluís Pellicer i Fenyé;000640-C04;1514;903;Secció de Cartells (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516300;;;;;;;;;;
14336;Exposicion Nacional de Industrias Artisticas y Artes Decorativas. 1892 (Museu Nacional d'Art de Catalunya, inv 000640-C05);Cartells;Josep Lluís Pellicer i Fenyé;000640-C05;1514;903;Secció de Cartells (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516302;;;;;;;;;;
14344;Exposición General de Bellas Artes;Cartells;Josep Lluís Pellicer i Fenyé;000447-C;1063;728;Secció de Cartells (MNAC);1894;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516305;;;;;;;;;;
14345;Exposición General de Bellas Artes. 1894;Cartells;Josep Lluís Pellicer i Fenyé;000447-C01;1055;728;Secció de Cartells (MNAC);1894;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516306;;;;;;;;;;
14237;Centenario de Balmes;Cartells;Josep Maria Sert i Badia;000618-C;147;90;Secció de Cartells (MNAC);1910;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516308;;;;;;;;;;
14236;Centenaire de Balmes;Cartells;Josep Maria Sert i Badia;000635-C;1435;908;Secció de Cartells (MNAC);1910;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516309;;;;;;;;;;
14390;Fiestas de la Merced;Cartells;Josep Triadó i Mayol;000646-C;2073;77;Secció de Cartells (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516311;;;;;;;;;;
14386;Fiestas de Barcelona;Cartells;Llorenç Brunet i Forroll;000450-C;2886;995;Secció de Cartells (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516312;;;;;;;;;;
14406;Fêtes de Barcelone (Museu Nacional d'Art de Catalunya, inv 000451-C01);Cartells;Llorenç Brunet i Forroll;000451-C01;284;100;Secció de Cartells (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516314;;;;;;;;;;
14407;Fêtes de Barcelone (Museu Nacional d'Art de Catalunya, inv 000451-C02);Cartells;Llorenç Brunet i Forroll;000451-C02;284;100;Secció de Cartells (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516315;;;;;;;;;;
14408;Fêtes de Barcelone (Museu Nacional d'Art de Catalunya, inv 000451-C03);Cartells;Llorenç Brunet i Forroll;000451-C03;284;100;Secció de Cartells (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516316;;;;;;;;;;
14409;Fêtes de Barcelone (Museu Nacional d'Art de Catalunya, inv 000451-C04);Cartells;Llorenç Brunet i Forroll;000451-C04;284;100;Secció de Cartells (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516317;;;;;;;;;;
14410;Fêtes de Barcelone (Museu Nacional d'Art de Catalunya, inv 000451-C05);Cartells;Llorenç Brunet i Forroll;000451-C05;284;100;Secció de Cartells (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516318;;;;;;;;;;
14411;Fêtes de Barcelone (Museu Nacional d'Art de Catalunya, inv 000451-C06);Cartells;Llorenç Brunet i Forroll;000451-C06;284;100;Secció de Cartells (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516320;;;;;;;;;;
14412;Fêtes de Barcelone (Museu Nacional d'Art de Catalunya, inv 000451-C07);Cartells;Llorenç Brunet i Forroll;000451-C07;284;100;Secció de Cartells (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516321;;;;;;;;;;
14413;Fêtes de Barcelone (Museu Nacional d'Art de Catalunya, inv 000451-C08);Cartells;Llorenç Brunet i Forroll;000451-C08;284;100;Secció de Cartells (MNAC);1905;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516322;;;;;;;;;;
14427;Grande semaine d'aviation. Barcelone 1910 (Museu Nacional d'Art de Catalunya, inv 000650-C01);Cartells;Llorenç Brunet i Forroll;000650-C01;1025;728;Secció de Cartells (MNAC);1910;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516324;;;;;;;;;;
14187;Barcelona 1910. Grandes fiestas;Cartells;Llorenç Brunet i Forroll;000652-C;1457;109;Secció de Cartells (MNAC);1910;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516326;;;;;;;;;;
14188;Barcelona 1910. Grandes fiestas (Museu Nacional d'Art de Catalunya, inv 000652-C01);Cartells;Llorenç Brunet i Forroll;000652-C01;1457;109;Secció de Cartells (MNAC);1910;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516328;;;;;;;;;;
14383;Festival á Beneficio del Hospital de Niños. 1906;Cartells;Marià Fuster Fuster;000653-C01;2195;1098;Secció de Cartells (MNAC);1906;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516329;;;;;;;;;;
14352;Exposición de autoretratos de artistas españoles;Cartells;;000625-C;1088;768;Secció de Cartells (MNAC);1907;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516330;;;;;;;;;;
14500;Jochs Florals de Barcelona. Festes del cinquantenari (Museu Nacional d'Art de Catalunya, inv 000453-C01);Cartells;Ramon Casas i Carbó;000453-C01;215;110;Secció de Cartells (MNAC);1908;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516331;;;;;;;;;;
14501;Jochs Florals de Barcelona. Festes del cinquantenari (Museu Nacional d'Art de Catalunya, inv 000453-C02);Cartells;Ramon Casas i Carbó;000453-C02;215;110;Secció de Cartells (MNAC);1908;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516332;;;;;;;;;;
14502;Jochs Florals de Barcelona. Festes del cinquantenari (Museu Nacional d'Art de Catalunya, inv 000453-C03);Cartells;Ramon Casas i Carbó;000453-C03;215;110;Secció de Cartells (MNAC);1908;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516333;;;;;;;;;;
14503;Jochs Florals de Barcelona. Festes del cinquantenari (Museu Nacional d'Art de Catalunya, inv 000453-C04);Cartells;Ramon Casas i Carbó;000453-C04;215;110;Secció de Cartells (MNAC);1908;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516335;;;;;;;;;;
14504;Jochs Florals de Barcelona. Festes del cinquantenari (Museu Nacional d'Art de Catalunya, inv 000453-C05);Cartells;Ramon Casas i Carbó;000453-C05;215;110;Secció de Cartells (MNAC);1908;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516337;;;;;;;;;;
14505;Jochs Florals de Barcelona. Festes del cinquantenari (Museu Nacional d'Art de Catalunya, inv 000453-C06);Cartells;Ramon Casas i Carbó;000453-C06;215;110;Secció de Cartells (MNAC);1908;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516339;;;;;;;;;;
14506;Jochs Florals de Barcelona. Festes del cinquantenari (Museu Nacional d'Art de Catalunya, inv 000453-C07);Cartells;Ramon Casas i Carbó;000453-C07;215;110;Secció de Cartells (MNAC);1908;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516340;;;;;;;;;;
14482;IV Exposició Internacional d'Art (Museu Nacional d'Art de Catalunya, inv 000458-C01);Cartells;Vicent Climent Navarro;000458-C01;1091;77;Secció de Cartells (MNAC);1911;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516341;;;;;;;;;;
